datetime,center_x_1,center_y_1,x_axis_length_1,y_axis_length_1,angle_1,center_x_2,center_y_2,x_axis_length_2,y_axis_length_2,angle_2,center_x_3,center_y_3,x_axis_length_3,y_axis_length_3,angle_3
2021-01-04,704.028564453125,442.4991760253906,121.82669067382812,451.2315673828125,58.16042709350586,960.999755859375,336.5235290527344,112.8767318725586,203.83534240722656,117.01490783691406,1092.6424560546875,257.9371643066406,133.02349853515625,147.1321258544922,142.69944763183594
2021-01-09,715.2796020507812,351.4571838378906,100.24332427978516,367.3538818359375,66.10055541992188,807.20703125,124.62217712402344,54.88243103027344,117.92863464355469,119.93780517578125,184.71209716796875,572.2853393554688,51.41631317138672,93.89541625976562,133.98231506347656
2021-01-21,325.97674560546875,490.97735595703125,136.78598022460938,500.8919982910156,74.85352325439453,813.1221313476562,146.07748413085938,87.97332000732422,149.93795776367188,163.59048461914062,1233.1871337890625,566.0284423828125,8.314091682434082,24.54370880126953,143.9647979736328
2021-02-10,167.17987060546875,545.1322021484375,91.02163696289062,191.2755126953125,108.30876922607422,881.0445556640625,144.76974487304688,63.30784606933594,291.75567626953125,111.70042419433594,592.3629760742188,408.7370300292969,60.006160736083984,177.34202575683594,67.73805236816406
2021-02-13,280.8001708984375,504.2068176269531,134.4176025390625,405.86334228515625,72.61929321289062,787.453369140625,126.05058288574219,35.75511169433594,48.2039909362793,129.0810546875,918.0283813476562,556.8782958984375,14.486405372619629,27.316944122314453,2.4059484004974365
2021-02-15,811.0105590820312,204.1338348388672,222.1769256591797,398.480224609375,89.79094696044922,155.66940307617188,549.56005859375,78.33358001708984,173.5669403076172,111.72814178466797,635.0967407226562,359.8097839355469,28.376358032226562,168.75636291503906,59.24626541137695
2021-02-18,952.0272827148438,224.4568328857422,141.92491149902344,234.37098693847656,136.63983154296875,165.66270446777344,544.7769775390625,86.7053451538086,186.63890075683594,109.18035888671875,798.5413818359375,122.40351104736328,52.37726974487305,123.84774780273438,132.81390380859375
2021-02-20,831.9212036132812,200.5012664794922,200.8203887939453,270.8425598144531,172.24395751953125,189.26124572753906,547.8895874023438,77.72465515136719,127.91398620605469,93.07288360595703,70.76282501220703,521.811279296875,32.30704879760742,59.978126525878906,107.52738952636719
2021-03-02,782.4812622070312,313.74273681640625,95.74623107910156,261.3453674316406,34.55332946777344,214.4724578857422,561.3106079101562,53.303184509277344,97.82579040527344,26.33323097229004,605.1473388671875,406.1781005859375,29.868925094604492,96.65503692626953,88.93624877929688
2021-03-05,160.33111572265625,542.8331298828125,87.56050109863281,183.72389221191406,110.94036102294922,793.4223022460938,108.81105041503906,58.968441009521484,118.02216339111328,116.2420425415039,1229.4410400390625,377.4103088378906,14.524735450744629,24.88356590270996,101.6569595336914
2021-03-07,185.6855926513672,551.2008666992188,93.74609375,110.2706527709961,97.5070571899414,925.4578857421875,266.78057861328125,48.69407272338867,106.27140045166016,23.971750259399414,1109.7161865234375,218.3689422607422,32.95307159423828,179.9062957763672,110.66532135009766
2021-03-10,176.44224548339844,561.218017578125,57.52186584472656,112.832763671875,129.0800018310547,968.3726196289062,401.13238525390625,40.41299057006836,154.51658630371094,140.76715087890625,944.0333251953125,156.2296142578125,30.521039962768555,74.25740814208984,138.32400512695312
2021-03-12,796.3916625976562,111.96953582763672,58.918575286865234,116.10189819335938,124.20072937011719,900.4636840820312,173.424560546875,43.93060302734375,71.6698226928711,87.95523071289062,179.404296875,573.3739624023438,17.292320251464844,78.34620666503906,153.2183837890625
2021-03-27,955.1372680664062,186.2047576904297,52.44236755371094,190.06234741210938,130.6611785888672,798.618408203125,90.08660125732422,84.44953155517578,99.22906494140625,90.88785552978516,1229.4390869140625,398.6557312011719,39.15264129638672,96.63417053222656,69.77751159667969
2021-04-01,1008.8574829101562,186.3559112548828,34.21961212158203,232.58009338378906,116.82523345947266,1241.520751953125,390.85565185546875,37.85234069824219,48.66352081298828,10.527457237243652,926.4786987304688,267.0223083496094,28.31217384338379,50.470279693603516,68.12675476074219
2021-04-09,848.0014038085938,272.85968017578125,39.26171112060547,142.20953369140625,6.38791036605835,775.13916015625,101.43922424316406,34.25960922241211,78.7724380493164,135.43002319335938,889.2236328125,155.66448974609375,22.997528076171875,91.7791748046875,159.76429748535156
2021-04-11,824.0803833007812,117.79644775390625,75.39651489257812,167.1068115234375,108.98948669433594,297.1165466308594,468.8368225097656,54.35567855834961,78.12186431884766,32.13432312011719,398.3814392089844,415.1182556152344,44.522705078125,103.24002075195312,74.5311050415039
2021-04-14,804.5935668945312,121.11266326904297,61.08757400512695,136.30223083496094,124.71514129638672,818.6908569335938,250.576416015625,40.416866302490234,129.40127563476562,60.2072639465332,889.0728149414062,255.05845642089844,13.447203636169434,47.29916763305664,149.90145874023438
2021-04-16,799.01318359375,146.3643035888672,45.965545654296875,183.71754455566406,153.10955810546875,890.260986328125,165.1726531982422,84.07408905029297,134.12559509277344,101.70213317871094,1023.6431884765625,197.65057373046875,30.94293212890625,108.75659942626953,108.08236694335938
2021-04-19,832.3211059570312,220.87852478027344,60.84914016723633,206.31968688964844,145.18014526367188,943.0798950195312,260.9385070800781,65.59320068359375,94.19295501708984,176.6037139892578,471.45745849609375,431.7647705078125,48.26887512207031,125.89649963378906,120.42057037353516
2021-04-21,771.7658081054688,105.1923828125,30.439783096313477,83.52967071533203,147.7616424560547,96.16874694824219,531.1483764648438,27.443843841552734,69.55926513671875,130.697265625,549.399169921875,464.2786865234375,11.013627052307129,29.918020248413086,167.9748077392578
2021-04-24,853.6444702148438,136.46270751953125,74.18437194824219,223.677490234375,112.52334594726562,1051.043701171875,203.81430053710938,29.628767013549805,158.052734375,102.2804183959961,240.9084930419922,546.9365844726562,18.52997398376465,41.67582702636719,172.87869262695312
2021-04-26,914.7765502929688,195.34146118164062,60.672481536865234,88.10432434082031,10.982132911682129,977.5570678710938,197.63206481933594,52.396427154541016,116.47835540771484,148.26502990722656,236.8735809326172,555.1693725585938,17.781232833862305,49.31340026855469,31.007829666137695
2021-04-29,1079.4359130859375,212.2541046142578,54.05194091796875,288.3907775878906,117.63947296142578,1319.20556640625,398.02349853515625,26.372900009155273,114.69502258300781,98.33072662353516,779.2166748046875,111.49236297607422,28.90315055847168,96.17929077148438,144.8008575439453
2021-05-01,919.1282958984375,179.78460693359375,86.4886245727539,145.7393798828125,163.32916259765625,1062.625732421875,207.189697265625,42.62624740600586,181.7649383544922,104.19690704345703,1135.0286865234375,275.05718994140625,31.544452667236328,50.41230392456055,9.693838119506836
2021-05-04,904.8915405273438,185.68763732910156,102.43986511230469,189.44288635253906,104.12837219238281,1047.669921875,203.8107452392578,26.797622680664062,60.3388557434082,108.10999298095703,1236.6353759765625,378.7872009277344,18.848649978637695,36.721195220947266,97.25560760498047
2021-05-06,810.0698852539062,177.8491973876953,130.27687072753906,282.4222717285156,120.27342224121094,1002.9398193359375,234.88917541503906,57.11653137207031,74.83753967285156,135.92794799804688,1235.4285888671875,393.64166259765625,38.14716720581055,63.963768005371094,49.057945251464844
2021-05-09,1054.8878173828125,232.5318603515625,143.64964294433594,297.4486389160156,114.36740112304688,1248.6298828125,415.2982177734375,38.27597427368164,85.95939636230469,152.37908935546875,1279.337890625,385.4486389160156,25.158689498901367,54.96224594116211,89.6650161743164
2021-05-11,1264.8797607421875,741.8946533203125,353.9236145019531,1478.876953125,140.40516662597656,293.927734375,470.1022644042969,47.9900016784668,88.54231262207031,73.34367370605469,186.76473999023438,553.902587890625,40.28374481201172,47.799957275390625,20.01005744934082
2021-05-14,831.1520385742188,119.58588409423828,90.88087463378906,170.52537536621094,111.86312103271484,972.655029296875,187.5228729248047,50.14344024658203,71.53018188476562,119.92937469482422,1243.890380859375,387.2593078613281,22.388994216918945,48.62449264526367,113.22244262695312
2021-05-16,846.4993896484375,187.00367736816406,136.47740173339844,314.5201110839844,160.36886596679688,1004.8001098632812,327.5587158203125,24.20211410522461,41.0581169128418,119.27714538574219,936.6512451171875,323.7891540527344,19.856422424316406,35.4373779296875,43.350120544433594
2021-05-19,891.309326171875,239.1255645751953,226.83023071289062,360.3343200683594,145.33792114257812,1235.5074462890625,411.82373046875,60.67880630493164,118.27244567871094,58.42344665527344,870.17138671875,155.2632598876953,24.423784255981445,77.20372772216797,122.69650268554688
2021-05-21,1023.2740478515625,236.01222229003906,147.23104858398438,291.9404296875,114.02281188964844,1258.8701171875,391.321533203125,34.492977142333984,93.20209503173828,90.50717163085938,947.4970703125,361.6105041503906,28.550777435302734,74.01825714111328,51.329341888427734
2021-05-24,1011.6077270507812,225.46029663085938,135.4955291748047,357.36700439453125,115.47785186767578,1257.083984375,396.9540100097656,50.57838439941406,94.6414566040039,87.40422821044922,929.7639770507812,165.53271484375,33.38323211669922,59.0258903503418,122.5303726196289
2021-05-26,881.4639282226562,201.91932678222656,170.51441955566406,305.8150939941406,133.60906982421875,1227.254638671875,403.8318176269531,47.60665512084961,106.24345397949219,57.93296813964844,441.6529235839844,476.8807067871094,24.862037658691406,65.08233642578125,122.24959564208984
2021-05-29,809.9171142578125,179.0427703857422,139.04910278320312,218.993896484375,133.87767028808594,1232.209716796875,408.73187255859375,55.79008865356445,141.21444702148438,74.5820541381836,824.9517211914062,318.43194580078125,23.308122634887695,44.089595794677734,2.7171037197113037
2021-06-03,1001.2945556640625,230.69839477539062,136.4386749267578,288.9305419921875,104.54784393310547,1170.4365234375,416.6756286621094,9.86212158203125,33.42019271850586,97.3350830078125,751.4153442382812,73.59597778320312,10.124872207641602,18.94404411315918,163.78810119628906
2021-06-05,1249.6744384765625,411.3724060058594,71.1287841796875,153.92739868164062,70.46046447753906,805.6632690429688,114.08116149902344,65.82820129394531,137.80471801757812,113.45103454589844,1126.82666015625,216.76181030273438,16.735166549682617,18.337560653686523,126.08081817626953
2021-06-13,880.6976318359375,276.11676025390625,208.33990478515625,408.6837158203125,139.55374145507812,1238.38525390625,400.1914978027344,50.00933837890625,111.70858764648438,70.61608123779297,1091.0247802734375,434.1608581542969,63.02238464355469,142.44647216796875,121.70028686523438
2021-06-15,238.54083251953125,548.3648681640625,23.31794548034668,45.414005279541016,173.12457275390625,1102.100830078125,377.6509704589844,38.035560607910156,44.61459732055664,162.65687561035156,1231.8671875,387.3406677246094,19.28443145751953,29.440793991088867,143.54510498046875
2021-06-18,841.2706298828125,238.44154357910156,211.6422882080078,314.1493225097656,149.0423583984375,233.97190856933594,547.3054809570312,23.9876708984375,54.10115051269531,169.28797912597656,1236.485107421875,387.964599609375,27.178722381591797,33.30755615234375,126.67911529541016
